,Nº de producto,Estado,Disponible para la venta,Disponible para la compra,Disponible para integrar otros productos,Compuesto por otros productos,Rubro,Nombre,codigo,Código universal de producto (UPC),Código de proveedor,Stock actual,Stock ideal,Stock mínimo,Unidad,Alicuota de IVA,Proveedor,Costo ($),Utilidad (%),Precio ($),Unnamed: 20,Unnamed: 21,Unnamed: 22,Precio Final ($),Controla stock,Stock negativo,Mostrar en tienda,Nº de publicación en MercadoLibre,Nº de publicación adicional en MercadoLibre,Descripción,Descripción para la tienda,Observaciones Internas
1047,1076,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7",MM700,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1148.760331,1389.180672,,1390.0,1390,SI,SI,NO,0.0,0.0,,,
1048,1077,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.25",MM725,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1214.876033,1465.8612457499999,,1470.0,1470,SI,SI,NO,0.0,0.0,,,
1049,1078,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.50",MM750,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1264.46281,1531.6349399999997,,1530.0,1530,SI,SI,NO,0.0,0.0,,,
1050,1079,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   7.75",MM775,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1404.958678,1697.556069,,1700.0,1700,SI,SI,NO,0.0,0.0,,,
1051,1080,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8",MM800,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1495.867769,1808.6103832499998,,1810.0,1810,SI,SI,NO,0.0,0.0,,,
1052,1081,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.25",MM825,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1611.570248,1948.4142974999995,,1950.0,1950,SI,SI,NO,0.0,0.0,,,
1053,1082,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.50",MM850,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1652.892562,1996.6776885,,2000.0,2000,SI,SI,NO,0.0,0.0,,,
1054,1083,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   8.75",MM875,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1793.38843,2174.16154725,,2170.0,2170,SI,SI,NO,0.0,0.0,,,
1055,1084,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9",MM900,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1884.297521,2281.9096575,,2280.0,2280,SI,SI,NO,0.0,0.0,,,
1056,1085,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.25",MM925,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2008.264463,2430.9763335000002,,2430.0,2430,SI,SI,NO,0.0,0.0,,,
1057,1086,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.50",MM950,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2099.173554,2535.0948067500003,,2540.0,2540,SI,SI,NO,0.0,0.0,,,
1058,1087,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   9.75",MM975,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2272.727273,2746.6289729999994,,2750.0,2750,SI,SI,NO,0.0,0.0,,,
1059,1088,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10",MM1000,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2388.429752,2893.7101297499994,,2890.0,2890,SI,SI,NO,0.0,0.0,,,
1060,1089,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.25",MM1025,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2834.710744,3432.45966525,,3430.0,3430,SI,SI,NO,0.0,0.0,,,
1061,1090,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.50",MM1050,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2942.14876,3557.39464575,,3560.0,3560,SI,SI,NO,0.0,0.0,,,
1062,1091,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  10.75",MM1075,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3198.347107,3871.3851990000003,,3870.0,3870,SI,SI,NO,0.0,0.0,,,
1063,1092,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11",MM1100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3297.520661,3986.742968999999,,3990.0,3990,SI,SI,NO,0.0,0.0,,,
1064,1093,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.25",MM1125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3545.454545,4287.508706250001,,4290.0,4290,SI,SI,NO,0.0,0.0,,,
1065,1094,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.50",MM1150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3619.834711,4378.402363499999,,4380.0,4380,SI,SI,NO,0.0,0.0,,,
1066,1095,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  11.75",MM1175,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3859.504132,4672.241243999999,,4670.0,4670,SI,SI,NO,0.0,0.0,,,
1067,1096,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12",MM1200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3975.206612,4814.0306775,,4810.0,4810,SI,SI,NO,0.0,0.0,,,
1068,1097,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.25",MM1225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4305.785124,5211.979047,,5210.0,5210,SI,SI,NO,0.0,0.0,,,
1069,1098,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.50",MM1250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4462.809917,5403.675989249999,,5400.0,5400,SI,SI,NO,0.0,0.0,,,
1070,1099,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  12.75",MM1275,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4900.826446,5932.515896999999,,5930.0,5930,SI,SI,NO,0.0,0.0,,,
1071,1100,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""  13",MM1300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,5041.322314,6097.4397742500005,,6100.0,6100,SI,SI,NO,0.0,0.0,,,
1072,1101,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  0.50",ME050,',',0,0,0,unidad,0.21,CAVALLFER,0,0,909.0909091,1095.2429647499998,,1100.0,1100,SI,SI,NO,0.0,0.0,,,
1073,1102,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  0.75",ME075,',',0,0,0,unidad,0.21,CAVALLFER,0,0,661.1570248,796.6963372499999,,800.0,800,SI,SI,NO,0.0,0.0,,,
1074,1103,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1",ME100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,561.9834711,682.3178505,,680.0,680,SI,SI,NO,0.0,0.0,,,
1075,1104,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.25",ME125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,537.1900826,653.6041875,,650.0,650,SI,SI,NO,0.0,0.0,,,
1076,1105,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.50",ME150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,520.661157,632.9134597499999,,630.0,630,SI,SI,NO,0.0,0.0,,,
1077,1106,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  1.75",ME175,',',0,0,0,unidad,0.21,CAVALLFER,0,0,471.0743802,573.8240475,,570.0,570,SI,SI,NO,0.0,0.0,,,
1078,1107,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2",ME200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,538.8842992499999,,540.0,540,SI,SI,NO,0.0,0.0,,,
1079,1108,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.25",ME225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,538.8842992499999,,540.0,540,SI,SI,NO,0.0,0.0,,,
1080,1109,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.50",ME250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,538.8842992499999,,540.0,540,SI,SI,NO,0.0,0.0,,,
1081,1110,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  2.75",ME275,',',0,0,0,unidad,0.21,CAVALLFER,0,0,454.5454545,546.565833,,550.0,550,SI,SI,NO,0.0,0.0,,,
1082,1111,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3",ME300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,495.8677686,598.638546,,600.0,600,SI,SI,NO,0.0,0.0,,,
1083,1112,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.25",ME325,',',0,0,0,unidad,0.21,CAVALLFER,0,0,520.661157,634.80015225,,630.0,630,SI,SI,NO,0.0,0.0,,,
1084,1113,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.50",ME350,',',0,0,0,unidad,0.21,CAVALLFER,0,0,537.1900826,646.7042835,,650.0,650,SI,SI,NO,0.0,0.0,,,
1085,1114,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  3.75",ME375,',',0,0,0,unidad,0.21,CAVALLFER,0,0,586.7768595,707.6803882500001,,710.0,710,SI,SI,NO,0.0,0.0,,,
1086,1115,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4",ME400,',',0,0,0,unidad,0.21,CAVALLFER,0,0,611.5702479,742.28771925,,740.0,740,SI,SI,NO,0.0,0.0,,,
1087,1116,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.25",ME425,',',0,0,0,unidad,0.21,CAVALLFER,0,0,677.6859504,815.16795525,,820.0,820,SI,SI,NO,0.0,0.0,,,
1088,1117,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.50",ME450,',',0,0,0,unidad,0.21,CAVALLFER,0,0,719.0082645,870.58280925,,870.0,870,SI,SI,NO,0.0,0.0,,,
1089,1118,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  4.75",ME475,',',0,0,0,unidad,0.21,CAVALLFER,0,0,768.5950413,932.2327327500001,,930.0,930,SI,SI,NO,0.0,0.0,,,
1090,1119,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5",ME500,',',0,0,0,unidad,0.21,CAVALLFER,0,0,809.9173554,981.7449345,,980.0,980,SI,SI,NO,0.0,0.0,,,
1091,1120,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.25",ME525,',',0,0,0,unidad,0.21,CAVALLFER,0,0,859.5041322,1042.7210392499999,,1040.0,1040,SI,SI,NO,0.0,0.0,,,
1092,1121,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.50",ME550,',',0,0,0,unidad,0.21,CAVALLFER,0,0,884.2975207,1069.2066082499998,,1070.0,1070,SI,SI,NO,0.0,0.0,,,
1093,1122,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  5.75",ME575,',',0,0,0,unidad,0.21,CAVALLFER,0,0,909.0909091,1102.14286875,,1100.0,1100,SI,SI,NO,0.0,0.0,,,
1094,1123,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6",ME600,',',0,0,0,unidad,0.21,CAVALLFER,0,0,917.3553719,1114.27160625,,1110.0,1110,SI,SI,NO,0.0,0.0,,,
1095,1124,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.25",ME625,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1033.057851,1250.0146395,,1250.0,1250,SI,SI,NO,0.0,0.0,,,
1096,1125,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.50",ME650,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1066.115702,1293.52536225,,1290.0,1290,SI,SI,NO,0.0,0.0,,,
1097,1126,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  6.75",ME675,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1190.082645,1437.7315589999998,,1440.0,1440,SI,SI,NO,0.0,0.0,,,
1098,1127,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7",ME700,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1247.933884,1510.3961729999999,,1510.0,1510,SI,SI,NO,0.0,0.0,,,
1099,1128,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.25",ME725,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1363.636364,1646.48060775,,1650.0,1650,SI,SI,NO,0.0,0.0,,,
1100,1129,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.50",ME750,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1355.371901,1644.8095372499997,,1640.0,1640,SI,SI,NO,0.0,0.0,,,
1101,1130,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  7.75",ME775,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1553.719008,1878.2562892500002,,1880.0,1880,SI,SI,NO,0.0,0.0,,,
1102,1131,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8",ME800,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1636.363636,1979.625582,,1980.0,1980,SI,SI,NO,0.0,0.0,,,
1103,1132,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.25",ME825,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1793.38843,2165.3300294999995,,2170.0,2170,SI,SI,NO,0.0,0.0,,,
1104,1133,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.50",ME850,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1851.239669,2235.7665495,,2240.0,2240,SI,SI,NO,0.0,0.0,,,
1105,1134,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  8.75",ME875,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2033.057851,2457.30917025,,2460.0,2460,SI,SI,NO,0.0,0.0,,,
1106,1135,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9",ME900,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2099.173554,2541.8779155,,2540.0,2540,SI,SI,NO,0.0,0.0,,,
1107,1136,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.25",ME925,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2280.991736,2756.1792307499995,,2760.0,2760,SI,SI,NO,0.0,0.0,,,
1108,1137,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.50",ME950,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2355.371901,2851.7626665,,2850.0,2850,SI,SI,NO,0.0,0.0,,,
1109,1138,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA ""  9.75",ME975,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2504.132231,3031.9148474999997,,3030.0,3030,SI,SI,NO,0.0,0.0,,,
1110,1139,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10",ME1000,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2785.123967,3372.73237125,,3370.0,3370,SI,SI,NO,0.0,0.0,,,
1111,1140,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.25",ME1025,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3264.46281,3948.676701749999,,3950.0,3950,SI,SI,NO,0.0,0.0,,,
1112,1141,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.50",ME1050,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3363.636364,4066.2895185,,4070.0,4070,SI,SI,NO,0.0,0.0,,,
1113,1142,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 10.75",ME1075,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3578.512397,4330.77685425,,4330.0,4330,SI,SI,NO,0.0,0.0,,,
1114,1143,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11",ME1100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3677.68595,4445.3889315,,4450.0,4450,SI,SI,NO,0.0,0.0,,,
1115,1144,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.25",ME1125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3958.677686,4785.99083325,,4790.0,4790,SI,SI,NO,0.0,0.0,,,
1116,1145,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.50",ME1150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4033.057851,4883.68556775,,4880.0,4880,SI,SI,NO,0.0,0.0,,,
1117,1146,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 11.75",ME1175,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4314.049587,5215.276266749999,,5220.0,5220,SI,SI,NO,0.0,0.0,,,
1118,1147,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12",ME1200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4438.016529,5366.3823675,,5370.0,5370,SI,SI,NO,0.0,0.0,,,
1119,1148,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.25",ME1225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4801.652893,5812.683970499999,,5810.0,5810,SI,SI,NO,0.0,0.0,,,
1120,1149,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.50",ME1250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4975.206612,6020.42678325,,6020.0,6020,SI,SI,NO,0.0,0.0,,,
1121,1150,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 12.75",ME1275,',',0,0,0,unidad,0.21,CAVALLFER,0,0,5462.809917,6614.061102,,6610.0,6610,SI,SI,NO,0.0,0.0,,,
1122,1151,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" EZETA "" 13",ME1300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,5619.834711,6802.335045,,6800.0,6800,SI,SI,NO,0.0,0.0,,,
1123,1152,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA   4 mm ""DIFELBROC""",MWN4,',',0,0,0,unidad,0.21,CAVALLFER,0,0,388.4297521,472.13132175,,470.0,470,SI,SI,NO,0.0,0.0,,,
1124,1153,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA   5 mm ""DIFELBROC""",MWN5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,404.9586777,493.2532935,,490.0,490,SI,SI,NO,0.0,0.0,,,
1125,1154,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA   6 mm ""DIFELBROC""",MWN6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,462.8099174,561.6503887499999,,560.0,560,SI,SI,NO,0.0,0.0,,,
1126,1155,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA   8 mm ""DIFELBROC""",MWN8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,669.4214876,806.0848785,,810.0,810,SI,SI,NO,0.0,0.0,,,
1127,1156,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  10 mm ""DIFELBROC""",MWN10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,876.0330579,1064.24730225,,1060.0,1060,SI,SI,NO,0.0,0.0,,,
1128,1157,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  12 mm ""DIFELBROC""",MWN12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1446.280992,1748.7662939999998,,1750.0,1750,SI,SI,NO,0.0,0.0,,,
1129,1158,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  14 mm ""DIFELBROC""",MWN14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1669.421488,2023.935903,,2020.0,2020,SI,SI,NO,0.0,0.0,,,
1130,1159,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE  MEDIANA    6 mm ""DIFELBROC""",MWNM6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1016.528926,1230.86920275,,1230.0,1230,SI,SI,NO,0.0,0.0,,,
1131,1160,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE  MEDIANA    8 mm ""DIFELBROC""",MWNM8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1355.371901,1638.3318929999998,,1640.0,1640,SI,SI,NO,0.0,0.0,,,
1132,1161,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE  MEDIANA  10 mm ""DIFELBROC""",MWNM10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1900.826446,2303.0046765,,2300.0,2300,SI,SI,NO,0.0,0.0,,,
1133,1162,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE  MEDIANA  12 mm ""DIFELBROC""",MWNM12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2305.785124,2785.5397597499996,,2790.0,2790,SI,SI,NO,0.0,0.0,,,
1134,1163,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE  MEDIANA  14 mm ""DIFELBROC""",MWNM14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3388.429752,4097.698456499999,,4100.0,4100,SI,SI,NO,0.0,0.0,,,
1135,1164,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA   6 mm ""DIFELBROC""",MWL6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1380.165289,1671.1244055,,1670.0,1670,SI,SI,NO,0.0,0.0,,,
1136,1165,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA   8 mm ""DIFELBROC""",MWL8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1677.68595,2034.04318425,,2030.0,2030,SI,SI,NO,0.0,0.0,,,
1137,1166,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA  10 mm ""DIFELBROC""",MWL10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2157.024793,2605.10008275,,2610.0,2610,SI,SI,NO,0.0,0.0,,,
1138,1167,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA  12 mm ""DIFELBROC""",MWL12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2743.801653,3322.7979097499997,,3320.0,3320,SI,SI,NO,0.0,0.0,,,
1139,1168,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA  14 mm ""DIFELBROC""",MWL14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4099.173554,4963.510629,,4960.0,4960,SI,SI,NO,0.0,0.0,,,
1140,1169,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  4 mm. ""EZETA""",MWE4,',',0,0,0,unidad,0.21,CAVALLFER,0,0,429.7520661,515.588139,,520.0,520,SI,SI,NO,0.0,0.0,,,
1141,1170,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  5 mm. ""EZETA""",MWE5,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,539.42335425,,540.0,540,SI,SI,NO,0.0,0.0,,,
1142,1171,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  6 mm.  ""EZETA""",MWE6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,512.3966942,615.6906524999999,,620.0,620,SI,SI,NO,0.0,0.0,,,
1143,1172,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA  8 mm. ""EZETA""",MWE8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,702.4793388,848.89482975,,850.0,850,SI,SI,NO,0.0,0.0,,,
1144,1173,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA 10 mm. ""EZETA""",MWE10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1183.4952524999999,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
1145,1174,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE   CORTA 12 mm ""EZETA""",MWE12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1272.727273,1538.34617475,,1540.0,1540,SI,SI,NO,0.0,0.0,,,
1146,1175,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA  6 mm ""EZETA""",MWEL6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2438.016529,2951.13745575,,2950.0,2950,SI,SI,NO,0.0,0.0,,,
1147,1176,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA  8 mm ""EZETA""",MWEL8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2966.942149,3587.5817257500003,,3590.0,3590,SI,SI,NO,0.0,0.0,,,
1148,1177,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA 10 mm ""EZETA""",MWEL10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3677.68595,4445.91900225,,4450.0,4450,SI,SI,NO,0.0,0.0,,,
1149,1178,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA 12 mm ""EZETA""",MWEL12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4537.190083,5490.993914999999,,5490.0,5490,SI,SI,NO,0.0,0.0,,,
1150,1179,Habilitado,SI,SI,NO,NO,,"MECHA WIDIA -  SERIE LARGA 14 mm ""EZETA""",MWEL14,',',0,0,0,unidad,0.21,CAVALLFER,0,0,8702.479339,10528.4449215,,10530.0,10530,SI,SI,NO,0.0,0.0,,,
