,Nº de producto,Estado,Disponible para la venta,Disponible para la compra,Disponible para integrar otros productos,Compuesto por otros productos,Rubro,Nombre,codigo,Código universal de producto (UPC),Código de proveedor,Stock actual,Stock ideal,Stock mínimo,Unidad,Alicuota de IVA,Proveedor,Costo ($),Utilidad (%),Precio ($),Unnamed: 20,Unnamed: 21,Unnamed: 22,Precio Final ($),Controla stock,Stock negativo,Mostrar en tienda,Nº de publicación en MercadoLibre,Nº de publicación adicional en MercadoLibre,Descripción,Descripción para la tienda,Observaciones Internas
939,968,Habilitado,SI,SI,NO,NO,,LIJA AL AGUA 600 HUNTER,LA600,',',0,0,0,unidad,0.21,CAVALLFER,0,0,132.231405,159.73996499999998,,160.0,160,SI,SI,NO,0.0,0.0,,,
940,969,Habilitado,SI,SI,NO,NO,,LIMA PARA MOTOSIERRA   5/32,LPM532,',',0,0,0,unidad,0.21,CAVALLFER,0,0,685.9504132,831.24976275,,830.0,830,SI,SI,NO,0.0,0.0,,,
941,970,Habilitado,SI,SI,NO,NO,,LIMA PARA MOTOSIERRA 7/32,LPM732,',',0,0,0,unidad,0.21,CAVALLFER,0,0,685.9504132,831.24976275,,830.0,830,SI,SI,NO,0.0,0.0,,,
942,971,Habilitado,SI,SI,NO,NO,,LITARGIRIO 100 grs.,L100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,471.0743802,567.7147574999999,,570.0,570,SI,SI,NO,0.0,0.0,,,
943,972,Habilitado,SI,SI,NO,NO,,LITARGIRIO 250 grs.,L200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,892.5619835,1083.29391225,,1080.0,1080,SI,SI,NO,0.0,0.0,,,
944,973,Habilitado,SI,SI,NO,NO,,LLANA DENTADA -  4 x  4 - SANTA JUANA,LLD44,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2227.483071,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
945,974,Habilitado,SI,SI,NO,NO,,LLANA DENTADA -  6 x  6 - SANTA JUANA,LLD66,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2227.483071,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
946,975,Habilitado,SI,SI,NO,NO,,LLANA DENTADA -  8 x  8 - SANTA JUANA,LLD88,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2227.483071,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
947,976,Habilitado,SI,SI,NO,NO,,LLANA DENTADA - 10 x 10 - SANTA JUANA,LLD1010,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2227.483071,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
948,977,Habilitado,SI,SI,NO,NO,,LLANA DENTADA - 12 x 12 - SANTA JUANA,LLD1212,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1842.975207,2227.483071,,2230.0,2230,SI,SI,NO,0.0,0.0,,,
949,978,Habilitado,SI,SI,NO,NO,,"LLANA YESERO ""PRO"" 12 x 30 "" SANTA JUANA""",LLYP1230,',',0,0,0,unidad,0.21,CAVALLFER,0,0,4371.900826,5289.324455249999,,5290.0,5290,SI,SI,NO,0.0,0.0,,,
950,979,Habilitado,SI,SI,NO,NO,,LLANA YESERO 120 x 250 mm. SANTA JUANA,LLY1225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1677.68595,2028.8862247499999,,2030.0,2030,SI,SI,NO,0.0,0.0,,,
951,980,Habilitado,SI,SI,NO,NO,,LLANA YESERO 120 x 300 mm. SANTA JUANA,LLY1230,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1793.38843,2167.216722,,2170.0,2170,SI,SI,NO,0.0,0.0,,,
952,981,Habilitado,SI,SI,NO,NO,,"LLAVE DE PASO ESF.NIQUELADA  1/2"" PASO TOTAL",LLPE12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1423.0872315,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
953,982,Habilitado,SI,SI,NO,NO,,"LLAVE DE PASO ESF.NIQUELADA  3/4"" PASO TOTAL",LLPE34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1685.950413,2035.48066425,,2040.0,2040,SI,SI,NO,0.0,0.0,,,
954,983,Habilitado,SI,SI,NO,NO,,"LLAVE DE PASO ESF.NIQUELADA 1"" PASO TOTAL",LLPE1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2487.603306,3008.9151675,,3010.0,3010,SI,SI,NO,0.0,0.0,,,
955,984,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO ESF.PLAST. DUKE     1/2,LLPD12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,619.8347107,747.51655275,,750.0,750,SI,SI,NO,0.0,0.0,,,
956,985,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO ESF.PLAST. DUKE    3/4,LLPD34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,776.8595041,939.72559725,,940.0,940,SI,SI,NO,0.0,0.0,,,
957,986,Habilitado,SI,SI,NO,NO,,"LLAVE DE PASO ESF.PLAST. DUKE   1""",LLPD1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1173.553719,1418.1638624999998,,1420.0,1420,SI,SI,NO,0.0,0.0,,,
958,987,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO ESF. PLAST  1/2,LLP12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,413.2231405,501.10552799999994,,500.0,500,SI,SI,NO,0.0,0.0,,,
959,988,Habilitado,SI,SI,NO,NO,,LLAVE DE PASO ESF. PLAST  3/4,LLP34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,537.1900826,650.890944,,650.0,650,SI,SI,NO,0.0,0.0,,,
960,989,Habilitado,SI,SI,NO,NO,,"LLAVE DE PASO ESF. PLAST 1""",LLP1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,958.677686,1157.53975425,,1160.0,1160,SI,SI,NO,0.0,0.0,,,
961,990,Habilitado,SI,SI,NO,NO,,LLAVE DE AJUSTE UNIVERSAL PARA AMOLADORA,LLPA,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1702.479339,2058.866667,,2060.0,2060,SI,SI,NO,0.0,0.0,,,
962,991,Habilitado,SI,SI,NO,NO,,"LLAVE PARA MANDRIL ""ROTTWEILER"" 10 mm.",LLM10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,487.6033058,590.732406,,590.0,590,SI,SI,NO,0.0,0.0,,,
963,992,Habilitado,SI,SI,NO,NO,,"LLAVE PARA MANDRIL ""ROTTWEILER"" 13 mm.",LLM13,',',0,0,0,unidad,0.21,CAVALLFER,0,0,561.9834711,681.6350474999999,,680.0,680,SI,SI,NO,0.0,0.0,,,
964,993,Habilitado,SI,SI,NO,NO,,LLUVIA PLASTICA CROMADA COMPLETA (608-601),LLPAC,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1983.471074,2404.08647325,,2400.0,2400,SI,SI,NO,0.0,0.0,,,
965,994,Habilitado,SI,SI,NO,NO,,ACEITE LUBRICANTE TEK SPRAY 300 ml.,ALT300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1140.495868,1375.8300765000001,,1380.0,1380,SI,SI,NO,0.0,0.0,,,
966,995,Habilitado,SI,SI,NO,NO,,ESPONJA MAGICA LIMPIATODO x 3 unid,EM3,',',0,0,0,unidad,0.21,CAVALLFER,0,0,785.1239669,948.1348552499999,,950.0,950,SI,SI,NO,0.0,0.0,,,
967,996,Habilitado,SI,SI,NO,NO,,ESPUMA LIMPIATODO TEK SPRAY 400 ml,ELT400,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1561.983471,1891.2205619999997,,1890.0,1890,SI,SI,NO,0.0,0.0,,,
968,997,Habilitado,SI,SI,NO,NO,,GRAFITO SECO TEKSPRAY 200 ml.,GST200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2355.371901,2850.8732257499996,,2850.0,2850,SI,SI,NO,0.0,0.0,,,
969,998,Habilitado,SI,SI,NO,NO,,GRASA BLANCA TEK SPRAY 300 ml.,GBT300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2082.644628,2518.9501095,,2520.0,2520,SI,SI,NO,0.0,0.0,,,
970,999,Habilitado,SI,SI,NO,NO,,LIMPIA CONTACTOS TEK SPRAY 300 ml.,LCT300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2355.371901,2850.8732257499996,,2850.0,2850,SI,SI,NO,0.0,0.0,,,
971,1000,Habilitado,SI,SI,NO,NO,,SILICONA LIQUIDA TEK SPRAY 300 ml.,SLT300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2082.644628,2518.9501095,,2520.0,2520,SI,SI,NO,0.0,0.0,,,
972,1001,Habilitado,SI,SI,NO,NO,,VASELINA TEK SPRAY 300 ml.,VST300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2355.371901,2850.8732257499996,,2850.0,2850,SI,SI,NO,0.0,0.0,,,
973,1002,Habilitado,SI,SI,NO,NO,,"MACHETE "" ONZA "" 20"" CABO PLASTICO",MP20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2272.727273,2754.8046405,,2750.0,2750,SI,SI,NO,0.0,0.0,,,
974,1003,Habilitado,SI,SI,NO,NO,,"MACHETE ""TRAMONTINA"" 20""",MT20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,6214.876033,7517.2836915,,7520.0,7520,SI,SI,NO,0.0,0.0,,,
975,1004,Habilitado,SI,SI,NO,NO,,"MACHETE SANTA JUANA 20""",MSJ20,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2231.404959,2703.8549587499997,,2700.0,2700,SI,SI,NO,0.0,0.0,,,
976,1005,Habilitado,SI,SI,NO,NO,,MALLA DE SEGURIDAD NARANJA 1 mt x 50 mts,MSN145,',',0,0,0,unidad,0.21,CAVALLFER,0,0,9438.016529,11424.2824575,,11420.0,11420,SI,SI,NO,0.0,0.0,,,
977,1006,Habilitado,SI,SI,NO,NO,,"MANGA CANILLA ""GYNIPLAS"" PVC 1/2",MCP12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,49.58677686,62.88975,,60.0,60,SI,SI,NO,0.0,0.0,,,
978,1007,Habilitado,SI,SI,NO,NO,,"MANGA CANILLA ""GYNIPLAS"" PVC 3/4",MCP34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,57.85123967,70.10410275,,70.0,70,SI,SI,NO,0.0,0.0,,,
979,1008,Habilitado,SI,SI,NO,NO,,"MANGA PARA CANILLA BRONCE 1/2""",MCB12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,975.2066116,1182.1116779999998,,1180.0,1180,SI,SI,NO,0.0,0.0,,,
980,1009,Habilitado,SI,SI,NO,NO,,"MANGA PARA CANILLA BRONCE 3/4""",MCB34,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1570.247934,1899.9712215,,1900.0,1900,SI,SI,NO,0.0,0.0,,,
981,1010,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL  4 X 7        Rollo x 50 mts.,MC47,',',0,0,0,unidad,0.21,CAVALLFER,0,0,107.4380165,129.32827874999998,,130.0,130,SI,SI,NO,0.0,0.0,,,
982,1011,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL  5 X 8        Rollo x 50 mts.,MC58,',',0,0,0,unidad,0.21,CAVALLFER,0,0,90.90909091,107.36178749999998,,110.0,110,SI,SI,NO,0.0,0.0,,,
983,1012,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL  6 x 9        Rollo x 50 mts.,MC69,',',0,0,0,unidad,0.21,CAVALLFER,0,0,99.17355372,118.6100685,,120.0,120,SI,SI,NO,0.0,0.0,,,
984,1013,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL  8 x 11      Rollo x 50 mts.,MC811,',',0,0,0,unidad,0.21,CAVALLFER,0,0,123.9669421,153.93613950000002,,150.0,150,SI,SI,NO,0.0,0.0,,,
985,1014,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL  9 x 12      Rollo x 50 mts.,MC912,',',0,0,0,unidad,0.21,CAVALLFER,0,0,140.4958678,171.4374585,,170.0,170,SI,SI,NO,0.0,0.0,,,
986,1015,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL 12 x 15     Rollo x 50 mts.,MC1215,',',0,0,0,unidad,0.21,CAVALLFER,0,0,181.8181818,224.83984049999998,,220.0,220,SI,SI,NO,0.0,0.0,,,
987,1016,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL 14 x 18     Rollo x 50 mts.,MC1418,',',0,0,0,unidad,0.21,CAVALLFER,0,0,280.9917355,342.228051,,340.0,340,SI,SI,NO,0.0,0.0,,,
988,1017,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL 16 x 20     Rollo x 50 mts.,MC1620,',',0,0,0,unidad,0.21,CAVALLFER,0,0,330.5785124,395.11833075000004,,400.0,400,SI,SI,NO,0.0,0.0,,,
989,1018,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL 19 x 25     Rollo x 25 mts.,MC1925,',',0,0,0,unidad,0.21,CAVALLFER,0,0,776.8595041,940.6240222499999,,940.0,940,SI,SI,NO,0.0,0.0,,,
990,1019,Habilitado,SI,SI,NO,NO,,MANGUERA CRISTAL 25 x 31     Rollo x 25 mts.,MC2531,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1082.644628,1308.8075715,,1310.0,1310,SI,SI,NO,0.0,0.0,,,
991,1020,Habilitado,SI,SI,NO,NO,,MANGUERA HIDROCARBURO 10 X 14,MH1014,',',0,0,0,unidad,0.21,CAVALLFER,0,0,214.8760331,256.26674699999995,,260.0,260,SI,SI,NO,0.0,0.0,,,
992,1021,Habilitado,SI,SI,NO,NO,,MANGUERA GAS APROBADA DISA   Rollo x 50 mts.,MGAS,',',0,0,0,unidad,0.21,CAVALLFER,0,0,264.4628099,321.6181815,,320.0,320,SI,SI,NO,0.0,0.0,,,
993,1022,Habilitado,SI,SI,NO,NO,,MANGUERA CARGA LAVARROPA 1.80 mts.,MCL180,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1371.900826,1659.9120614999997,,1660.0,1660,SI,SI,NO,0.0,0.0,,,
994,1023,Habilitado,SI,SI,NO,NO,,MANGUERA CARGA LAVARROPA 2.50 mts.,MCL250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1504.132231,1818.47508975,,1820.0,1820,SI,SI,NO,0.0,0.0,,,
995,1024,Habilitado,SI,SI,NO,NO,,MANGUERA DESCARGA LAVARROPA 1.80 mts.,MDL180,',',0,0,0,unidad,0.21,CAVALLFER,0,0,603.3057851,731.389824,,730.0,730,SI,SI,NO,0.0,0.0,,,
996,1025,Habilitado,SI,SI,NO,NO,,MANGUERA DESCARGA LAVARROPA 2.50 mts.,MDL250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,768.5950413,932.8077247499998,,930.0,930,SI,SI,NO,0.0,0.0,,,
997,1026,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA  6 mm.  Rollo x 50 mts.,MPR6,',',0,0,0,unidad,0.21,CAVALLFER,0,0,314.0495868,384.30129374999996,,380.0,380,SI,SI,NO,0.0,0.0,,,
998,1027,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA  8 mm.  Rollo x 50 mts.,MPR8,',',0,0,0,unidad,0.21,CAVALLFER,0,0,396.6942149,479.6960602499999,,480.0,480,SI,SI,NO,0.0,0.0,,,
999,1028,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA 10 mm.  Rollo x 50 mts.,MPR10,',',0,0,0,unidad,0.21,CAVALLFER,0,0,545.4545455,660.00995775,,660.0,660,SI,SI,NO,0.0,0.0,,,
1000,1029,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA 12 mm.  Rollo x 50 mts.,MPR12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,595.0413223,724.33718775,,720.0,720,SI,SI,NO,0.0,0.0,,,
1001,1030,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA 19 mm.  Rollo x 25 mts.,MPR19,',',0,0,0,unidad,0.21,CAVALLFER,0,0,933.8842975,1132.8510352499998,,1130.0,1130,SI,SI,NO,0.0,0.0,,,
1002,1031,Habilitado,SI,SI,NO,NO,,MANGUERA PRESION ROJA 25 mm.  Rollo x 25 mts.,MPR25,',',0,0,0,unidad,0.21,CAVALLFER,0,0,2198.347107,2663.4527865,,2660.0,2660,SI,SI,NO,0.0,0.0,,,
1003,1032,Habilitado,SI,SI,NO,NO,,MARTILLO BOLITA IMPORTADO DE 200  NEON,MBI200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1148.760331,1386.42250725,,1390.0,1390,SI,SI,NO,0.0,0.0,,,
1004,1033,Habilitado,SI,SI,NO,NO,,MARTILLO BOLITA IMPORTADO DE 300  NEON,MBI300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1479.338843,1788.4766789999999,,1790.0,1790,SI,SI,NO,0.0,0.0,,,
1005,1034,Habilitado,SI,SI,NO,NO,,MARTILLO BOLITA IMPORTADO DE 500  NEON,MBI500,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1884.297521,2277.22886325,,2280.0,2280,SI,SI,NO,0.0,0.0,,,
1006,1035,Habilitado,SI,SI,NO,NO,,MASCARILLA PARA POLVO REFORZADA ,MPPR,',',0,0,0,unidad,0.21,CAVALLFER,0,0,90.90909091,113.237487,,110.0,110,SI,SI,NO,0.0,0.0,,,
1007,1036,Habilitado,SI,SI,NO,NO,,MASILLA PARA DURLOCK x  1.7 kgs.,MPD18,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1041.322314,1264.9913842499998,,1260.0,1260,SI,SI,NO,0.0,0.0,,,
1008,1037,Habilitado,SI,SI,NO,NO,,MASILLA PARA DURLOCK x  7 kgs.,MPD7,',',0,0,0,unidad,0.21,CAVALLFER,0,0,3206.61157,3881.5374014999998,,3880.0,3880,SI,SI,NO,0.0,0.0,,,
1009,1038,Habilitado,SI,SI,NO,NO,,MASILLA PARA DURLOCK x 14 kgs.,MPD16,',',0,0,0,unidad,0.21,CAVALLFER,0,0,6173.553719,7467.1156395,,7470.0,7470,SI,SI,NO,0.0,0.0,,,
1010,1039,Habilitado,SI,SI,NO,NO,,MASILLA PARA DURLOCK x 28 kgs.,MPD28,',',0,0,0,unidad,0.21,CAVALLFER,0,0,10900.82645,13185.608733,,13190.0,13190,SI,SI,NO,0.0,0.0,,,
1011,1040,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA ALGARROBO x 200 grs.  HUNTER,MMALG,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1012,1041,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA CAOBA x 200 grs.  HUNTER,MMCAO,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1013,1042,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA CEDRO x 200 grs.  HUNTER,MMCED,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1014,1043,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA NATURAL x 200 grs.  HUNTER,MMNAT,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1015,1044,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA NOGAL x 200 grs.  HUNTER,MMNOG,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1016,1045,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA PETIRIBI x 200 grs.  HUNTER,MMPET,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1017,1046,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA PINO x 200 grs.  HUNTER,MMPIN,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1018,1047,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA ROBLE CLARO x 200 grs.  HUNTER,MMRCL,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1019,1048,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA ROBLE OSCURO x 200 grs.  HUNTER,MMROS,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1020,1049,Habilitado,SI,SI,NO,NO,,MASILLA P/ MADERA VIRARO x 200 grs.  HUNTER,MMVIR,',',0,0,0,unidad,0.21,CAVALLFER,0,0,570.2479339,690.5114865,,690.0,690,SI,SI,NO,0.0,0.0,,,
1021,1050,Habilitado,SI,SI,NO,NO,,MASILLA P/ VIDRIERO BOLSAS DE  1/2 kg.,MV12,',',0,0,0,unidad,0.21,CAVALLFER,0,0,231.4049587,279.95821425,,280.0,280,SI,SI,NO,0.0,0.0,,,
1022,1051,Habilitado,SI,SI,NO,NO,,MASILLA P/ VIDRIERO BOLSAS DE 1 kg.,MV1,',',0,0,0,unidad,0.21,CAVALLFER,0,0,454.5454545,546.84434475,,550.0,550,SI,SI,NO,0.0,0.0,,,
1023,1052,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1",MM100,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1024,1053,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.25",MM125,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1025,1054,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.50",MM150,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1026,1055,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   1.75",MM175,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1027,1056,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2",MM200,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1028,1057,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.25",MM225,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1029,1058,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.50",MM250,',',0,0,0,unidad,0.21,CAVALLFER,0,0,371.9008264,449.50898024999987,,450.0,450,SI,SI,NO,0.0,0.0,,,
1030,1059,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   2.75",MM275,',',0,0,0,unidad,0.21,CAVALLFER,0,0,380.1652893,457.77449024999993,,460.0,460,SI,SI,NO,0.0,0.0,,,
1031,1060,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3",MM300,',',0,0,0,unidad,0.21,CAVALLFER,0,0,396.6942149,480.908934,,480.0,480,SI,SI,NO,0.0,0.0,,,
1032,1061,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.25",MM325,',',0,0,0,unidad,0.21,CAVALLFER,0,0,421.4876033,511.64405325,,510.0,510,SI,SI,NO,0.0,0.0,,,
1033,1062,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.50",MM350,',',0,0,0,unidad,0.21,CAVALLFER,0,0,446.2809917,542.7115897499999,,540.0,540,SI,SI,NO,0.0,0.0,,,
1034,1063,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   3.75",MM375,',',0,0,0,unidad,0.21,CAVALLFER,0,0,487.6033058,592.2956655,,590.0,590,SI,SI,NO,0.0,0.0,,,
1035,1064,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4",MM400,',',0,0,0,unidad,0.21,CAVALLFER,0,0,537.1900826,649.13901525,,650.0,650,SI,SI,NO,0.0,0.0,,,
1036,1065,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.25",MM425,',',0,0,0,unidad,0.21,CAVALLFER,0,0,545.4545455,663.3520987499999,,660.0,660,SI,SI,NO,0.0,0.0,,,
1037,1066,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.50",MM450,',',0,0,0,unidad,0.21,CAVALLFER,0,0,595.0413223,724.4989042499999,,720.0,720,SI,SI,NO,0.0,0.0,,,
1038,1067,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   4.75",MM475,',',0,0,0,unidad,0.21,CAVALLFER,0,0,636.3636364,769.45609125,,770.0,770,SI,SI,NO,0.0,0.0,,,
1039,1068,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5",MM500,',',0,0,0,unidad,0.21,CAVALLFER,0,0,669.4214876,809.11257075,,810.0,810,SI,SI,NO,0.0,0.0,,,
1040,1069,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.25",MM525,',',0,0,0,unidad,0.21,CAVALLFER,0,0,710.7438017,863.6469682499998,,860.0,860,SI,SI,NO,0.0,0.0,,,
1041,1070,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.50",MM550,',',0,0,0,unidad,0.21,CAVALLFER,0,0,776.8595041,935.0448029999999,,940.0,940,SI,SI,NO,0.0,0.0,,,
1042,1071,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   5.75",MM575,',',0,0,0,unidad,0.21,CAVALLFER,0,0,801.6528926,970.4068109999998,,970.0,970,SI,SI,NO,0.0,0.0,,,
1043,1072,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6",MM600,',',0,0,0,unidad,0.21,CAVALLFER,0,0,826.446281,1003.4598667500001,,1000.0,1000,SI,SI,NO,0.0,0.0,,,
1044,1073,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.25",MM625,',',0,0,0,unidad,0.21,CAVALLFER,0,0,917.3553719,1112.2052287499998,,1110.0,1110,SI,SI,NO,0.0,0.0,,,
1045,1074,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.50",MM650,',',0,0,0,unidad,0.21,CAVALLFER,0,0,950.4132231,1147.56723675,,1150.0,1150,SI,SI,NO,0.0,0.0,,,
1046,1075,Habilitado,SI,SI,NO,NO,,"MECHAS DE ACERO RAPIDO "" ESSAMET ""   6.75",MM675,',',0,0,0,unidad,0.21,CAVALLFER,0,0,1090.909091,1319.4359392499998,,1320.0,1320,SI,SI,NO,0.0,0.0,,,
